    ,InsuranceType,DateFrom,DateTo,Status,InsurancePolicyNo,ChassisNumber
BAF 5973ZM,,01-10-19,30-09-20,,1569981,FB700B-510699
ALL 8225,,01-01-20,31-12-20,,,XLRAE55CF0L263820
BAF 6914,,01-10-19,30-09-20,,1569982,FA510B-430501
BAK8579ZM,,01-04-20,31-03-21,,1354804,LZZ5BLND3JN437010
BAB 74,,01-01-20,31-12-20,,,ZZT240-0047641
ABK 2202,,01-01-19,31-12-19,,,YV2F4B2C2VC756488
AHA 3144T,,01-01-19,31-12-19,,,2797
BAJ4547ZM,,01-04-20,31-03-21,,1571552,AAH123900-PHF30132
BAJ 4688ZM,,25-09-18,31-03-19,,1225801,AAH124099PDF30132
BAJ 4687ZM,,25-09-18,31-03-19,,1225802,AAH124100PDF30132
BAJ 4686ZM,,25-09-18,31-03-19,,1225803,AAH124101PDF30132
AJD 7255,,01-10-18,30-09-19,,,ADM2RD85CF3522169
BAF9039ZM,,01-10-19,30-09-20,,,6FPPXXMJ2PHA85820
BAF 8930ZM,,01-10-19,30-09-20,,,6FPPXXMJ2PHA85821
BAG 1798ZM,,01-10-19,30-09-20,,,LVCB2NBA5HS011354
BAE 418,,01-10-19,30-09-20,,,LVAV2MBB7DJO53713
BAE 1645,,01-10-19,30-09-20,,,LVAV2MBB2GJ004097
ALD 9886,,01-10-19,30-09-20,,,LVBV4JBB1BJ029196
BAB 2505,,01-10-18,30-09-19,,,FC1JD-10473
ALD 1196,,01-10-19,30-09-20,,,LVBV4JBB1BJ026136
ALD 1419,,01-10-19,30-09-20,,,LVBV4JBBXBJ026202
ALC 3945,,01-10-19,30-09-20,,,LVBELFG9AH020109
ACZ 484,,01-10-19,30-09-20,,,LVBV6PEC2EH010329
ACZ 485,,01-10-19,30-09-20,,,LVBV6PECXEH010336
ACZ 487,,01-10-19,30-09-20,,,LVBV6PEC0EH010328
ACZ 488,,01-10-19,30-09-20,,,LVB6PEC6EL010234
ACZ 489,,01-10-19,30-09-20,,,LVBV6PEC6EH010334
ACZ 490,,01-10-19,30-09-20,,,LVBV6PEC0EH010331
ACZ 491,,01-10-19,30-09-20,,,LVBV6PEC4EH010333
ACZ 492,,01-10-19,30-09-20,,,LVBV6PEC9EL010227
ACZ 493,,01-10-19,30-09-20,,,LVBV6PEC8EH010335
ACZ 494,,01-10-19,30-09-20,,,LVBV6PEC7EL010226
ACZ 498,,01-10-19,30-09-20,,,LVBV6PEC2EH010332
ACZ 749,,01-10-19,30-09-20,,,LVBV6PEC4EL010233
BCB222ZM,,01-01-20,31-03-20,,1570584,492051G5R700799
BAJ 4756ZM,,26-09-18,30-09-19,,,LZZ5BLND3GN137525
BAJ 3337ZM,,26-09-18,30-09-19,,,LZZ5BLND3GN137524
ALL 6057,,01-01-20,31-12-20,,1570562,AHTFZ29G909094793
BAD 3015,,01-10-19,30-09-20,,1570116,JTHBK262002013342
V8,,01-10-19,30-09-20,,,UZJ2005044462
BAF 3402ZM,,01-10-19,30-09-20,,,LVAV2MBB1GJ004124
BAF8930ZM,,01-10-19,30-09-20,,,6FPPXMJ2PHA85821
ALB 7050,,01-10-19,30-09-20,,1569941,PN111NV5107003135
TBA CSCE,,28-09-18,31-12-18,,,LBZF46GB5EA019276
ALD  7911,,01-10-18,30-09-19,,,SALLAAA138A47584
BAH 8544ZM,,01-10-19,30-09-20,,1570110,SCP100-0027422
ACZ 5939,,01-10-18,30-09-19,,,MR0EZ19G605018069
BAJ4977ZM,,01-10-18,31-03-19,,,AAH124103PDF30132
BAJ4976ZM,,01-10-18,31-03-19,,1225897,AAH124102PDF30132
BAJ4978ZM,,01-10-18,31-03-19,,1225898,AAH124098PDF30132
AHB4724ZM,,01-10-18,30-09-19,,1225899,LZGJLJM44GX066964
BAB8736,,01-10-19,30-09-20,,1355858,XZU3020004059
BAG 2882ZM,,01-10-19,30-09-20,,1570108,ANH10-0005252
BAJ 5162ZM,,01-01-20,31-03-20,,1570126,JTEEV73J200011579
BAJ 5108ZM,,01-01-20,31-12-20,,1569919,LZZ5CLSB9JW418327
BAJ 5107ZM,,01-04-20,30-06-20,,1569921,LA996RGCXJ0SYL091
BAF 5269ZM,,01-10-18,30-09-19,,,ACU30-0062409
ACX 5300,,01-10-18,30-09-19,,,NZT240-0033380
BAJ 4943ZM,,01-04-20,31-03-21,,1571551,AAH123907PHF30132
BAJ 4942ZM,,01-04-20,31-03-21,,1571545,AAH123901PHF30132
BAJ 4940ZM,,01-04-20,31-03-21,,1571550,AAH123906PHF30132
ALG 5123,,01-10-18,30-09-19,,,AZR65-0021613
BAB 5995,,01-10-18,30-09-19,,,JTFDP626300036872
BAF 6392ZM,,01-10-19,30-09-20,,1569971,NZE151-1000934
ACZ145,,01-10-19,30-09-20,,1569974,LVAV2MBB2DJO17153
BAD7507,,02-10-18,30-09-19,,1225921,SALLAAAF5DA654398
BAJ5207ZM,,01-10-19,30-09-20,,1225924,LBZF46GB5EA019276
,,,,,,
BAJ5253ZM,,03-10-18,30-09-19,,1225926,LZZ5BLND17W846965
BAH8965ZM,,03-10-18,30-09-19,,1225927,LZZ5ELND87D776092
BAJ3604ZM,,01-10-19,30-09-20,,1569946,LZZ5ELND5FN083621
BAH 1901ZM,,07-10-19,30-09-20,,1570136,LCFU1VG40E0Z02168
,,,,,,
,,,,,,
BAH 8896ZM,,05-10-18,31-03-19,,,LVBV4JBB8JE003301
BAH 8896ZM,,01-04-19,31-03-20,,,LVBV4JBB8JE003301
BAJ3329ZM,,06-10-18,30-09-19,,1225934,URJ202-4095482
BAF4653ZM,,01-10-19,30-09-20,,1225935,RCH41-0036500
BCB 8653ZM,,09-10-18,30-09-19,,,LZZ5CLSB2JD411620
BCB 8647ZM,,09-10-18,30-09-19,,,LZZ5CLSB3JD411612
BCB 8649ZM,,09-10-18,30-09-19,,,LZZ5CLSB2JD411617
BCB 8648ZM,,09-10-18,30-09-19,,,LZZ5CLSB5JD411613
BCB 8652ZM,,09-10-18,30-09-19,,,LZZ5CLSB0JD411616
BCB 8650ZM,,09-10-18,30-09-19,,,LZZ5CLSB4JD411618
BCB 8782ZM,,09-10-18,30-09-19,,,LZZ5CLSB7JD411614
BCB 8654ZM,,09-10-18,30-09-19,,,LZZ5CLSB4JD411621
BCB 8651ZM,,09-10-18,30-09-19,,,LZZ5CLSB6JD411619
BCB 7706ZM,,09-10-18,30-09-19,,,LZZ5CLSB2JW404056
BAJ 5798ZM,,09-10-18,31-03-19,,,AAH124106PDF30132
BAJ 5830ZM,,09-10-18,31-03-19,,,AAH124108PDF30132
BAJ 5831ZM,,09-10-18,31-03-19,,,AAH124105PDF30132
BAJ 5831ZM,,09-10-18,31-03-19,,,AAH124105PDF30132
BAJ 5829ZM,,09-10-18,31-03-19,,,AAH124109PDF30132
BAJ 5799ZM,,09-10-18,31-03-19,,,AAH124104PDF30132
BAJ 5190ZM,,01-04-20,31-03-21,,,ACVLSCHR6H4012021
BAJ 4862ZM,,01-10-19,30-09-20,,1569976,LZZ5CLSB8JN432868
BAJ 5869ZM,,01-04-20,31-03-21,,,ACVLSCHR6H4012956
BAJ6046ZM,,13-10-18,30-09-19,,1225956,FD2JLB-16272
BAJ 4263ZM,,14-10-18,30-09-19,,1225957,LGAX4DD31J3820129
BAJ 4261ZM,,14-10-18,30-09-19,,1225957,LGAX4DD3XJ3820128
BAJ 5987ZM,,01-04-20,31-03-21,,1571549,AAH123905PHF30132
BAJ 6003ZM,,01-04-20,31-03-21,,1571544,AAH123899PHF30132
BAC 6767,,15-10-18,30-09-19,,,SALLSAAF3BA284942
HR 40PF GP,,15-10-18,30-06-19,,1225964,JTEBH3FJ40K204206
BAJ 6004ZM,,01-04-20,31-03-21,,1571543,AAH123896PHF30132
BAJ 6323ZM,,01-10-19,30-09-20,,,XZU414-1011178
,,,,,,
BAJ5961ZM,,19-10-18,31-03-19,,,AAH124107PDF30132
,,,,,,
BAJ3974ZM,,21-10-18,30-06-19,,,LZZ5BLND7JN391827
BAJ 6068ZM,,01-10-19,30-09-20,,1570115,LZGCR2T-66JX063667
BAD9967,,24-10-18,30-09-19,,1225971,LVBV6PEC8FL009250
BAF3857ZM,,24-10-18,30-09-19,,1225972,LVBV5PDB2GH023113
BAC 1378,,01-01-20,31-12-20,,1570649,AHTFZ29G609140578
TBA  .,,25-10-18,31-12-18,,1225974,LVBV4JBB3HE004642
BAJ 8208ZM,,01-10-19,30-09-20,,1570029,KMHDH41CMFU551398
BAG 6389ZM,,20-03-20,30-06-20,,1571645,ACM21-5026665
BAJ 7154ZM,,01-04-20,31-03-21,,,ACVLSCHR1H4015277
BAJ 7156ZM,,01-04-20,31-03-21,,,ACVASRJR7H4017300
BAJ 7347ZM,,01-04-20,31-03-21,,,ACVASRJR2H4017298
BAJ 7364ZM,,01-04-20,31-03-21,,,ACVLSCHR0H4015271
AHB 5818ZM,,01-10-19,30-09-20,,1355805,LZGJLNT42JX078594
AHB 5819ZM,,01-11-18,30-09-19,,,LZGJLNT40JX078593
AHB 5821ZM,,01-11-18,30-09-19,,,LZGJLNT4XJX078603
AHB 5822ZM,,01-11-18,30-09-19,,,LZGJLNT49JX078592
AHB 5823ZM,,01-11-18,30-09-19,,,LZGJLNT45JX078590
AHB 5824ZM,,01-11-18,30-09-19,,,LZGJLNT47JX078588
AHB 5825ZM,,01-11-18,30-09-19,,,LZGJLNT46JX078601
AHB 5826ZM,,01-11-18,30-09-19,,,LZGJLNT46JX078596
AHB 5828ZM,,01-11-18,30-09-19,,,LZGJLNT45JX078606
AHB 5844ZM,,01-11-18,30-09-19,,,LZGJLNT45JX078587
AHB 5830ZM,,01-11-18,30-09-19,,,LZGJLNT41JX078599
AHB 5831ZM,,01-11-18,30-09-19,,,LZGJLNT49JX078611
AHB 5832ZM,,01-11-18,30-09-19,,,LZGJLNT44JX078600
AHB 5829ZM,,01-11-18,30-09-19,,,LZGJLNT48JX078583
AHB 5836ZM,,01-11-18,30-09-19,,,LZGJLNT43JX078605
AHB 5837ZM,,01-11-18,30-09-19,,,LZGJLNT47JX078607
AHB 5843ZM,,01-11-18,30-09-19,,,LZGJLNT48JX078597
AHB 5842ZM,,01-11-18,30-09-19,,,LZGJLNT48JX078602
AHB 5841ZM,,01-11-18,30-09-19,,,LZGJLNT44JX078595
AHB 5840ZM,,01-11-18,30-09-19,,,LZGJLNT49JX078608
AHB 5839ZM,,01-11-18,30-09-19,,,LZGJLNT4XJX078584
AHB5960ZM,,15-12-18,30-09-19,,,LZGJL4V48JX083158
BAJ 7142ZM,,01-04-20,31-03-21,,,LVBV4JBB1JE004001
AJD5394,,01-10-19,30-09-20,,1570109,AHTFZ29G989898684
AJD5394,,,,,,
,,,,,,
AHB 5861ZM,,06-11-18,30-09-19,,,LJRC12381J7005443
AHB 5862ZM,,06-11-18,30-09-19,,,LJRC12388J7005441
AHB 5863ZM,,06-11-18,30-09-19,,,LJRC12387J7005429
AHB 5864ZM,,06-11-18,30-09-19,,,LJRC12387J7005432
AHB 5857ZM,,06-11-18,30-09-19,,,LJRC12388J7005438
AHB 5858ZM,,06-11-18,30-09-19,,,LJRC12387J7005446
AHB 5850ZM,,06-11-18,30-09-19,,,LJRC12383J7005444
AHB 5851ZM,,06-11-18,30-09-19,,,LJRC12382J7005449
AHB 5852ZM,,06-11-18,30-09-19,,,LJRC12385J7005445
AHB 5853ZM,,06-11-18,30-09-19,,,LJRC12380J7005434
AHB 5854ZM,,06-11-18,30-09-19,,,LJRC1238XJ7005442
AHB 5855ZM,,06-11-18,30-09-19,,,LJRC12385J7005431
AHB5849ZM,,01-10-19,30-09-20,,1355855,LJRC12382J7005452
AHB 5856ZM,,06-11-18,30-09-19,,,LJRC12389J7005433
AHB 5859ZM,,06-11-18,30-09-19,,,LJRC1238XJ7005439
AHB 5860ZM,,06-11-18,30-09-19,,,LJRC12384J7005436
AHB 5870ZM,,06-11-18,30-09-19,,,LJRC12389J7005447
AHB 5869ZM,,06-11-18,30-09-19,,,LJRC12382J7005435
AHB 5866ZM,,06-11-18,30-09-19,,,LJRC12383J7005430
AHB 5865ZM,,06-11-18,30-09-19,,,LJRC12380J7005448
AHB 5867ZM,,06-11-18,30-09-19,,,LJRC12386J7005437
AHB 5868ZM,,06-11-18,30-09-19,,,LJRC12389J7005450
AHB 5871ZM,,06-11-18,30-09-19,,,LJRC12380J7005451
BAJ 8068ZM,,01-10-19,30-09-20,,1570107,GRX130-6011052
AHB5881ZM,,01-10-19,30-09-20,,1355829,LZGJLNT47JX078610
AHB 5880ZM,,01-10-19,30-09-20,,1355854,LJRC12386J7005440
ABT 4402,,09-11-18,30-09-19,,,AHTFZ29G509037328
,,,,,,
ALM 3388,,09-11-18,30-09-19,,,ACV30-3039677
ALX 7593,,09-11-18,30-09-19,,,FB501B-430462
BAE 7904,,09-11-18,30-09-19,,,FC3JLE-10763
BAH 6516ZM,,09-11-18,30-09-19,,,AHTR22G606064744
BAJ8674ZM,,01-10-19,30-09-20,,,ANH10-0076563
BAD 4205,,12-11-18,31-12-18,,,LBZF46EA3FA008367
BAD 4143,,12-11-18,31-12-18,,,LBZF46EA7FA008372
BAD 4172,,12-11-18,31-12-18,,,LBZF46EA2FA008361
BAD 7041,,12-11-18,31-12-18,,,LBZF46EA8GA004221
BAF 7555ZM,,12-11-18,31-12-18,,,LBZF46EA3GA004241
BAE 7033,,12-11-18,31-12-18,,,LBZF46EA1GA004237
BAE 7034,,12-11-18,31-12-18,,,LBZF46EA6GA004234
BAD 4208,,12-11-18,31-12-18,,,LBZF46EA6FA008363
BAJ 8397ZM,,13-11-18,30-09-19,,,SALLAAAF5DA656566
   T B A,,13-11-18,30-09-19,,,LVBV4JBB5JE005202
T    B   A,,13-11-18,30-09-19,,,LVV4JBB7JE005203
ALE 7684,,16-11-18,31-12-18,,,AHTFZ29G509074718
,,,,,,
BAJ 4803ZM,,01-10-19,30-09-20,,1569988,ANH10-0198238
BAJ 7404ZM,,19-11-18,30-09-19,,,L5Z1H25C4H1242585
ABE 7363,,11-10-19,30-09-20,,,VRGY60-611506
BAD 8153,,21-11-18,30-09-19,,,LVBV6PEC5GH010876
BAJ 8941ZM,,22-11-18,30-09-19,,,ANH20-8011151
BAJ 8917ZM,,22-11-18,30-09-19,,,AHTFZ29G309015750
BAJ 8917ZM,,22-11-18,30-09-19,,,AHTFZ29G309015750
BAJ 8820ZM,,22-11-18,30-09-19,,,ANH20-8065662
BAG 6142ZM,,01-10-19,30-09-20,,1569947,LFCNNF6P6D2000823
BAE 9928,,01-10-19,30-09-20,,1569948,LFCNKC4P3E2001889
,,,,,,
BAJ 9414ZM,,28-11-18,30-09-19,,,NZE141-6051660
BAJ 9486ZM,,01-01-20,31-12-20,,1570947,ANH20-8069572
    T B A,,13-11-18,30-09-19,,,LVBV4JBB3JE005201
     T B A,,13-11-18,30-09-19,,,LVBV4JBB7JE005203
      T B A,,13-11-18,30-09-19,,,LVBV4JBB1JE005200
ALG4456,,01-01-19,31-12-19,,1353453,FE638C530348
ACT 3589,,04-12-18,30-09-19,,,SALLAA648A12096
ACT3589,,04-12-18,30-09-19,,,SALLAA648A12096
BAJ 5804ZM,,01-01-20,31-12-20,,1570725,GRX120-3029021
ALK 5069,,01-01-19,31-12-19,,,WBAZW420201789385
ACX 160,,07-12-18,31-12-18,,,LA9AGEBCXD0BHD207
BAJ 9731ZM,,01-10-19,30-09-20,,1570106,NZT260-3042281
AJD 5377,,11-12-18,30-09-19,,,AAH136394PEE30122
ALB 6762,,01-01-20,31-12-20,,,LVBV4JBBAJ062743
BAC9846,,01-01-20,31-12-20,,1570639,MROFZ22G601075383
AHB 5962ZM,,14-12-18,30-09-19,,,LZGJLNT48JX078616
AHB 5963ZM,,14-12-18,30-09-19,,,LZGJLNT40JX078576
AHB 5964ZM,,14-12-18,30-09-19,,,LZGJLNT43JX078572
AHB 5965ZM,,14-12-18,30-09-19,,,LZGJLNT47JX078574
AHB 5966ZM,,14-12-18,30-09-19,,,LZGJLNT45JX078573
AHB 5967ZM,,14-12-18,30-09-19,,,LZGJLNT46JX078615
AHB 5968ZM,,14-12-18,30-09-19,,,LZGJLNT44JX078614
AHB 5969ZM,,14-12-18,30-09-19,,,LZGJLNT42JX078613
AHB 5970ZM,,14-12-18,30-09-19,,,LZGJLNT40JX078612
AHB 5971ZM,,14-12-18,30-09-19,,,LZGJL4V46JX083157
AHB 5972ZM,,14-12-18,30-09-19,,,LZGJL4V44JX083156
AHB 5973ZM,,14-12-18,30-09-19,,,LZGJLNT46JX078579
AHB 5974ZM,,14-12-18,30-09-19,,,LZGJLNT44JX078578
AHB 5958ZM,,14-12-18,30-09-19,,,LZGJLNT4XJX078617
AHB 5960ZM,,14-12-18,30-09-19,,,LZGJL4V48JX083158
AHB 5961ZM,,14-12-18,30-09-19,,,LZGJL4V4XJX083159
AHB5958ZM,,01-10-19,30-09-20,,1355865,LZGJLNT4XJX078617
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
AHB5968ZM,,15-12-18,30-09-19,,,LZGJLNT44JX078614
,,,,,,
AHB6009ZM,,15-12-18,30-09-19,,,LJRC12383J7005458
AHB5980ZM,,15-12-18,30-09-19,,,LZGJLNT46JX078582
,,,,,,
AHB5980ZM,,15-12-18,30-09-19,,,LZGJLNT42JX078580
AHB5980ZM,,15-12-18,30-09-19,,,LZGJLNT42JX078580
AHB5994ZM,,15-12-18,30-09-19,,1353562,LZGJL4V46JX083160
BAH4185ZM,,23-04-19,31-03-20,,,AZR60-0257283
ALF9879,,01-04-20,31-03-21,,1571624,XLER6X20004474779
ALC4236,,24-04-19,31-03-20,,,XLER6X20004384147
BAK8067ZM,,07-04-20,31-03-21,,,AHTFR22G706095453
ALM8038,,24-04-19,31-03-20,,,MMBJNK7403D04D399
BAK8580ZM,,01-04-20,31-03-21,,,LZZ5BLND5JN437011
BAK8579ZM,,29-05-19,31-03-20,,,LZZ5BLND3JN437010
TBA307,,26-04-19,31-03-20,,,LZZ5ELND2JN436549
TBA308,,26-04-19,31-03-20,,,LZZ5ELND0JN436548
ABJ6688,,02-05-19,31-03-20,,,AHTCK32G000-001476
,,,,,,
11CD55Z,,06-05-19,31-03-20,,,ACV30-0297338
11CD55Z,,06-05-19,31-03-20,,,ACV30-0297338
TBA185,,01-04-20,31-03-21,,1571428,LZ5N2CD38GB007185
TBA187,,01-04-20,31-03-21,,1571429,LZ5N2CD31GB007187
TBA186,,01-04-20,31-03-21,,1571430,LZ5N2CD3XGB007186
TBA188,,01-04-20,31-03-21,,1571431,LZ5N2CD33GB007188
TBA252,,06-05-19,31-03-20,,,LJRL13374J4008691
TBA582,,06-05-19,31-03-20,,,LZZ5CLSBXJN436582
TBA039,,01-04-20,31-03-21,,1571432,LZ5N2CD31HB017039
TBA043,,01-04-20,31-03-21,,1571435,LCFCDH65P5B105244
ALR 3897,,01-04-20,31-03-21,,1571615,GGH20-8034505
BAJ6923ZM,,01-04-20,31-03-21,,1571775,AHTKA3CDX05310619
BAJ6232ZM,,09-05-19,31-03-20,,,AHTKA3CDX05310555
BAK8884ZM,,01-04-20,31-03-21,,,LJRL13374J4008691
BAK8579ZM,,09-05-19,31-03-20,,,LZZSBLND3JN437010
BAK8883ZM,,01-04-20,31-03-21,,,LZZ5CLSBXJN436582
BAK8580ZM,,09-05-19,31-03-20,,,LZZ5BLND5JN437011
BAK8572ZM,,01-04-20,31-03-21,,,LZZ5ELND0JN436548
BAK8573ZM,,01-04-20,31-03-21,,1571350,LZZ5ELND2JN436549
,,,,,,
,,,,,,
BAK8831ZM,,01-04-20,31-03-21,,1571779,GDJ150-0018892
BAK8719ZM,,01-04-20,31-03-21,,1571380,LZZ5CLSB3KD485047
BAK8712ZM,,01-04-20,31-03-21,,1571379,LZZ5CLSBXKD485045
BAK8624ZM,,01-04-20,31-03-21,,1571381,LZZ5CLSB1KD485046
BAK8623ZM,,01-04-20,31-03-21,,1571383,LZZ5CLSB8KD485044
BAK8611ZM,,01-04-20,31-03-21,,1571382,LZZ5CLSB6KD485043
BAK8717ZM,,01-04-20,31-03-21,,1571385,L1C39HRL5KHL00008
BAK8711ZM,,01-04-20,31-03-21,,1571384,L1C39HRL8KHL00004
BAK8609ZM,,01-04-20,31-03-21,,1571386,L1C39HRL4KHL00002
BAK8610ZM,,01-04-20,31-03-21,,1571387,L1C39HRLXKHL00005
BAK8652ZM,,01-04-20,31-03-21,,1571388,L1C39HRL3KHL00007
BAK8622ZM,,01-04-20,31-03-21,,1571389,L1C39HRL1KHL00006
BAK8713ZM,,01-04-20,31-03-21,,1571392,L1C39HRL2KHL00001
ALX3119,,14-05-19,31-03-20,,1354819,AFATXXMJ2TBL15071
ALZ 8046,,01-04-20,31-03-21,,1571631,WBAVA76010NK21819
BAE7324,,01-07-19,31-12-19,,,AHTFZ29G709065728
BAK9002ZM,,01-04-20,31-03-21,,1571393,L1C39HRL6KHL00003
BAK9355ZM,,16-05-19,31-12-19,,,LZZ5ELND3JD478010
BAD 1608,,01-07-19,30-06-20,,,LZZ5ELND9FN079278
TBA217,,21-05-19,31-03-20,,,LGHXGGHL0J1025217
TBA278,,21-05-19,31-03-20,,,LGHXGGHL9J1025278
TBA216,,21-05-19,31-03-20,,,LGHXGGHL9J1025216
TBA012,,21-05-19,31-03-20,,,LZZ5BLMF2JN439012
TBA011,,21-05-19,31-03-20,,,LZZ5BLMF0JN439011
TBA010,,21-05-19,31-03-20,,,LZZ5BLMF9JN439010
TBA132,,21-05-19,31-03-20,,,LZZ5BBFF8JE725132
TBA140,,21-05-19,31-03-20,,,LZZ5BBFF7JE725140
TBA110,,21-05-19,31-03-20,,,LZZ5BBFF9JE725110
TBA131,,21-05-19,31-03-20,,,LZZ5BBFF6JE725131
TBA141,,21-05-19,31-03-20,,,LZZ5BBFF9JE725141
TBA122,,21-05-19,31-03-20,,,LZZ5BBFF5JE725122
TBA126,,21-05-19,31-03-20,,,LZZ1BADC1JE723126
TBA125,,21-05-19,31-03-20,,,LZZ1BADCXJE723125
TBA121,,21-05-19,31-03-20,,,LZZ5BBFF3JE725121
TBA111,,21-05-19,31-03-20,,,LZZ5BBFF0JE725111
ACT 86,,01-01-20,31-12-20,,,6FPPXXMJ2PCC47282
BAL21ZM,,01-04-20,31-03-21,,1571398,LGWCA2373KB613890
BAL20ZM,,01-04-20,31-03-21,,1571397,LGWCA2375KB613891
BAL19ZM,,01-04-20,31-03-21,,1571396,LGWCA2377KB613892
BAL18ZM,,01-04-20,31-03-21,,1571395,LGWCA2377KB613889
BAL17ZM,,01-04-20,31-03-21,,1571394,LGWCA2378KB613898
ALT 9723,,29-05-19,31-03-20,,,KMHJU81ESEU886320
BAK9919ZM,,01-04-20,31-03-21,,,LZZ5BBFF7JE725140
BAK9920ZM,,01-04-20,31-03-21,,,LZZ5BBFF3JE725121
BAK9921ZM,,01-04-20,31-03-21,,,LZZ5BLMF0JN439011
BAK9922ZM,,01-04-20,31-03-21,,,LGHXGGHL0J1025217
BAK9923ZM,,01-04-20,31-03-21,,1571368,LZZ5BLMF2JN439012
BAK9924ZM,,01-04-20,31-03-21,,,LZZ5BBFF5JE725122
BAK9925ZM,,01-04-20,31-03-21,,,LZZ5BBFF9JE725141
BAK9926ZM,,01-04-20,31-03-21,,1571349,LGHXGGHL9J1025216
BAK9932ZM,,01-04-20,31-03-21,,,LGHXGGHL9J1025278
BAK8572ZM,,29-05-19,31-03-20,,,LZZ5ELND0JN436548
BAK9928ZM,,01-04-20,31-03-21,,,LZZ5BBFF6JE725131
BAK9929ZM,,01-04-20,31-03-21,,,LZZ5BBFF8JE725132
BAK9930ZM,,01-04-20,31-03-21,,,LZZ5BBFF0JE725111
BAK9931ZM,,01-04-20,31-03-21,,,LZZ5BBFF9JE725110
BAK9939ZM,,01-04-20,31-03-21,,,LZZ1BADCXJE723125
BAK9940ZM,,01-04-20,31-03-21,,,LZZ1BADC1JE723126
BAK9927ZM,,01-04-20,31-03-21,,,LZZ5BLMF9JN439010
ABE 9790,,31-05-19,30-09-19,,,FNB15-021611
ALM8110,,01-07-19,30-06-20,,1354887,LVAV2MBB2DJ002023
BAL233ZM,,01-01-20,31-12-20,,,NCP100-2006192
,,04-06-19,31-03-20,,,
BAE 6897,,04-06-19,31-03-20,,,LVAV2MBB6GJ004104
BAA5289,,01-07-19,30-06-20,,1355074,AHTFZ29G009120908
BAD4534,,01-07-19,30-06-20,,1354922,AHTFZ29G909144849
BAA5880,,01-07-19,30-06-20,,1354907,LVAV2MBB2FJ005314
GRZ 692 CH,,01-07-19,30-06-20,,1354918,JMLMV96WBJ001253
11CD 69Z,,01-07-19,30-06-20,,1354917,JTMHV05J105018127
BAJ3716ZM,,01-07-19,30-06-20,,1354916,JTFUF34Y0-03000863
BAF6851ZM,,01-07-19,30-06-20,,1354919,AHTDZ29GX09303109
BAA5880,,01-07-19,30-06-20,,1354921,LVAV2MBB2FJ005314
,,,,,1354922,
BAC4859,,01-07-19,30-06-20,,1354927,LVBV4JIBBIEJ046423
BAL481ZM,,07-06-19,31-03-20,,,LZZ5EXSC7JN430040
BAF 2049,,01-07-19,30-06-20,,,NZT240-5038241
BAK8798ZM,,01-01-20,31-12-20,,,YV2ASW0C68B497475
HR 40PFGP,,01-07-19,30-06-20,,1354942,JTEBH3FJ40K204206
HP20VJGP,,01-07-19,30-06-20,,1354939,JTEBH3FJ50K202609
BAK6774ZM,,01-04-20,31-03-21,,1571690,JTEBH3FJ20K132888
TBA CG1,,12-06-19,31-03-20,,1354946,AHTKB3CD602622967
,,,,,1354947,
ALR3962,,01-04-20,31-03-21,,1571616,WDD2210562A196374
,,,,,,
BAJ9225ZM,,01-07-19,30-06-20,,1354959,LZZ5BLMF7JN390342
BAD7096,,01-07-19,30-09-19,,1354961,LVAV2MBB7GJ004192
BAH2789ZM,,01-04-20,31-03-21,,571695,MROGB8DC401110377
ABH 3128,,01-04-20,31-03-21,,1571621,FE567B-532399
BAH9208ZM,,01-04-20,31-03-21,,1571620,MR053BK4107025322
BAF4049ZM,,01-07-19,30-06-20,,1354989,L1C49HRP7H0000033
AAN527SF,,14-06-19,31-03-20,,1354990,LZGJLNR45KX047932
AAN528SF,,14-06-19,31-03-20,,1354991,LZGJLNR49KX047948
AAN529SF,,14-06-19,31-03-20,,1354992,LZGJLNR44KX047923
AAN530SF,,14-06-19,31-03-20,,1354993,LZGJLNR44KX047940
AAN531SF,,14-06-19,31-03-20,,1354994,LZGJLNR41KX047927
AAN532SF,,14-06-19,31-03-20,,1354995,LZGJLNR46KX047924
AAN533SF,,14-06-19,31-03-20,,1354996,LZGJLNR41KX047944
AAN534SF,,14-06-19,31-03-20,,1354996,LZGJLNR44KX047937
AAN534SF,,14-06-19,31-03-20,,1354997,LZGJLNR44KX047937
AAN535SF,,14-06-19,31-03-20,,1354998,LZGJLNR43KX047928
AAN536SF,,14-06-19,31-03-20,,1354999,LZGJLNR46KX047938
AAN537SF,,14-06-19,31-03-20,,1355000,LZGJLNR40KX047949
AAN538SF,,14-06-19,31-03-20,,1355001,LZGJLNR41KX047930
AAN539SF,,14-06-19,31-03-20,,1355002,LZGJLNR45KX047929
AD381SF,,14-06-19,31-03-20,,1355023,LA99L40J4K0JTM021
AAN542SF,,14-06-19,31-03-20,,1355004,LZGJLNR40KX047935
AAN543SF,,14-06-19,31-03-20,,1355005,LZGJLNR40KX047952
AAN544SF,,14-06-19,31-03-20,,1355006,LZGJLNR42KX047936
AAN545SF,,14-06-19,31-03-20,,1355007,LZGJLNR40KX047921
AAN546SF,,14-06-19,31-03-20,,1355008,LZGJLNR42KX047922
AAN547SF,,14-06-19,31-03-20,,1355009,LZGJLNR48KX047925
AAN548SF,,14-06-19,31-03-20,,1355010,LZGJLNR49KX047951
